WorkerId,Input.turn_id,Input.query,Input.passage_id,Input.passage,prolific_text_passage,Answer.taskAnswers,text_spans,prolific_text_spans
worker_480,133_3-4,I need more information about purchasing an unscented lotion base,['MARCO_04_1073895551-1'],"Lotion Bases with No Fragrance | Bulk Apothecary Home Make It Personal Care Products Unscented Bases Unscented Bases Wholesale Lotion Base and Other Unscented Bases Direct from the manufacturer!  All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.  We only make the finest unscented bases available.  All of our unscented bases can be used as is or adjusted to make your own custom creation.  Try our unscented lotion base, unscented soap base and unscented shampoo base and you will see what makes us different from the competition.  Not Logged in chrome chrome Sort By: Featured Items Newest Items Best Selling A to Z Z to A By Review Price: Ascending Price: Descending Quick view Unscented Basic Hand And Body Lotion Base $3.95 Choose Options Quick view Unscented Body Butter / Heavy Cream Base Pricing Starting at: $6.95 Choose Options Quick view Unscented Liquid Castile Soap (Stephenson Brand)","Lotion Bases with No Fragrance | Bulk Apothecary Home Make It Personal Care Products Unscented Bases Unscented Bases Wholesale Lotion Base and Other Unscented Bases Direct from the manufacturer!  All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.  We only make the finest unscented bases available.  All of our unscented bases can be used as is or adjusted to make your own custom creation.  Try our unscented lotion base, unscented soap base and unscented shampoo base and you will see what makes us different from the competition.  Not Logged in chrome chrome Sort By: Featured Items Newest Items Best Selling A to Z Z to A By Review Price: Ascending Price: Descending Quick view Unscented Basic Hand And Body Lotion Base $3.95 Choose Options Quick view Unscented Body Butter / Heavy Cream Base Pricing Starting at: $6.95 Choose Options Quick view Unscented Liquid Castile Soap (Stephenson Brand)","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 196, 'endOffset': 373, 'label': 'relevant-text-span'}, {'startOffset': 808, 'endOffset': 856, 'label': 'relevant-text-span'}]}}]","['All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.', ' Unscented Basic Hand And Body Lotion Base $3.95']","['All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.', ' Unscented Basic Hand And Body Lotion Base $3.95']"
worker_480,133_3-6,What types of essential oils should I consider when making my own scented lotion?,['MARCO_10_1112057649-12'],"You can use any combination of essential oils that you prefer, but it’s a good idea to include oils that target the skin issues that you wish to treat. If you have dry or aging skin, geranium and rose essential oils are good options.  For skin issues such as eczema or psoriasis, jasmine, rose, chamomile, lavender, and sandalwood essential oils work well.  If you want to create an energizing lotion,use grapefruit or lemon essential oil.  If you want to prevent stretch marks, mix in lavender, neroli, patchouli, rose, and/or geranium essential oils.  {'smallUrl':'https:\/\/www.wikihow.com\/images\/thumb\/c\/c1\/Make-Lotion-Step-13-Version-3.jpg\/v4-460px-Make-Lotion-Step-13-Version-3.jpg','bigUrl':'\/images\/thumb\/c\/c1\/Make-Lotion-Step-13-Version-3.jpg\/aid27807-v4-728px-Make-Lotion-Step-13-Version-3.jpg','smallWidth':460,'smallHeight':306,'bigWidth':728,'bigHeight':485,'licensing':'<div class=\'mw-parser-output\'><p>\u00a9 2021 wikiHow, Inc.  All rights reserved.  wikiHow, Inc. is the copyright holder of this image under U.S. and international copyright laws.  This image is <b>not<\/b> licensed under the Creative Commons license applied to text content and some other images posted to the wikiHow website.  This image may not be used by other entities without the express written consent of wikiHow, Inc.<br>\n<\/p><p><br \/>\n<\/p><\/div>'} 3 Transfer the lotion to a storage container.","You can use any combination of essential oils that you prefer, but it’s a good idea to include oils that target the skin issues that you wish to treat. If you have dry or aging skin, geranium and rose essential oils are good options.  For skin issues such as eczema or psoriasis, jasmine, rose, chamomile, lavender, and sandalwood essential oils work well.  If you want to create an energizing lotion,use grapefruit or lemon essential oil.  If you want to prevent stretch marks, mix in lavender, neroli, patchouli, rose, and/or geranium essential oils.  {'smallUrl':'https:\/\/www.wikihow.com\/images\/thumb\/c\/c1\/Make-Lotion-Step-13-Version-3.jpg\/v4-460px-Make-Lotion-Step-13-Version-3.jpg','bigUrl':'\/images\/thumb\/c\/c1\/Make-Lotion-Step-13-Version-3.jpg\/aid27807-v4-728px-Make-Lotion-Step-13-Version-3.jpg','smallWidth':460,'smallHeight':306,'bigWidth':728,'bigHeight':485,'licensing':'<div class=\'mw-parser-output\'><p>\u00a9 2021 wikiHow, Inc.  All rights reserved.  wikiHow, Inc. is the copyright holder of this image under U.S. and international copyright laws.  This image is <b>not<\/b> licensed under the Creative Commons license applied to text content and some other images posted to the wikiHow website.  This image may not be used by other entities without the express written consent of wikiHow, Inc.<br>\n<\/p><p><br \/>\n<\/p><\/div>'} 3 Transfer the lotion to a storage container.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 152, 'endOffset': 554, 'label': 'relevant-text-span'}]}}]","['If you have dry or aging skin, geranium and rose essential oils are good options.  For skin issues such as eczema or psoriasis, jasmine, rose, chamomile, lavender, and sandalwood essential oils work well.  If you want to create an energizing lotion,use grapefruit or lemon essential oil.  If you want to prevent stretch marks, mix in lavender, neroli, patchouli, rose, and/or geranium essential oils.  ']","['If you have dry or aging skin, geranium and rose essential oils are good options.  For skin issues such as eczema or psoriasis, jasmine, rose, chamomile, lavender, and sandalwood essential oils work well.  If you want to create an energizing lotion,use grapefruit or lemon essential oil.  If you want to prevent stretch marks, mix in lavender, neroli, patchouli, rose, and/or geranium essential oils.  ']"
worker_480,133_3-8,"Okay, so how do I mix the unscented lotion and the essential oils?",['MARCO_13_320946250-4'],"To make your lotion, you can add Vitamin E Oil for enhanced skin-healing properties, and you may choose to add essential oils if you have some favorites, those these steps are both optional. I personally love the fresh, light smell of pure coconut oil lingering around me throughout the day, so I tend to leave these steps out.  However, if I am making up a batch to give as a gift, I personalize the lotion with a scent like lavender or eucalyptus and package in a beautiful VioLiv Container.  By Kayla- Radiant Life 1 cup virgin coconut oil 1 teaspoon vitamin E oil (optional) a few drops of essential oils for fragrance (optional) 1.  Measure out 1 cup extra virgin coconut oil and add vitamin E and/or essential oils if desired.  2  . Place in KitchenAid mixer (can also use blender on 'whipped' setting) and allow to process for 6-7 minutes on high speed.  3  . Pour into desired container, seal, label and enjoy!  Want to try it out for yourself?  Every month we select one of our readers to receive a free jar of organic coconut oil!","To make your lotion, you can add Vitamin E Oil for enhanced skin-healing properties, and you may choose to add essential oils if you have some favorites, those these steps are both optional. I personally love the fresh, light smell of pure coconut oil lingering around me throughout the day, so I tend to leave these steps out.  However, if I am making up a batch to give as a gift, I personalize the lotion with a scent like lavender or eucalyptus and package in a beautiful VioLiv Container.  By Kayla- Radiant Life 1 cup virgin coconut oil 1 teaspoon vitamin E oil (optional) a few drops of essential oils for fragrance (optional) 1.  Measure out 1 cup extra virgin coconut oil and add vitamin E and/or essential oils if desired.  2  . Place in KitchenAid mixer (can also use blender on 'whipped' setting) and allow to process for 6-7 minutes on high speed.  3  . Pour into desired container, seal, label and enjoy!  Want to try it out for yourself?  Every month we select one of our readers to receive a free jar of organic coconut oil!","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 517, 'endOffset': 919, 'label': 'relevant-text-span'}]}}]","["" 1 cup virgin coconut oil 1 teaspoon vitamin E oil (optional) a few drops of essential oils for fragrance (optional) 1.  Measure out 1 cup extra virgin coconut oil and add vitamin E and/or essential oils if desired.  2  . Place in KitchenAid mixer (can also use blender on 'whipped' setting) and allow to process for 6-7 minutes on high speed.  3  . Pour into desired container, seal, label and enjoy! ""]","["" 1 cup virgin coconut oil 1 teaspoon vitamin E oil (optional) a few drops of essential oils for fragrance (optional) 1.  Measure out 1 cup extra virgin coconut oil and add vitamin E and/or essential oils if desired.  2  . Place in KitchenAid mixer (can also use blender on 'whipped' setting) and allow to process for 6-7 minutes on high speed.  3  . Pour into desired container, seal, label and enjoy! ""]"
worker_193,133_1-1,I’d like to appreciate my mum by making her a beauty pamper pack. What do you put in one?,['MARCO_23_1600238475-4'],"Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?","Get a gift certificate for a spa with luxury to spoil her ever need. Make a spa in a box.  Get everything she would need to pamper herself.  You could include things like a nice plush towel, housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or loofas, foot massager with salts for it, etc. Plan a home-cooked meal, like it was catered to her.  And make sure she doesn’t lift a finger!  (and that includes chores)  Other 50th Birthday Gifts There are also many other things you can give mom as a 50th birthday gift.  Gift certificates for her favorite stores or restaurants.  Jar of wishes, filled with $1 and $2 coins – she can use this for whatever she likes – coffee, treats, bingo, etc.  Mom keepsakes – things like the statues or poems dedicated to moms.  Hallmark and places like that sell a lot of different items that are dedicated to moms.  Cookbook stands, or recipe boxes for all mom’s secret recipes.  If you can get hold of all mom’s best recipes you can make a recipe book filled with the “Kid’s Favorites”.  See how many great 50th birthday gifts you can easily choose from?","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 173, 'endOffset': 189, 'label': 'relevant-text-span'}, {'startOffset': 191, 'endOffset': 298, 'label': 'relevant-text-span'}, {'startOffset': 298, 'endOffset': 304, 'label': 'relevant-text-span'}, {'startOffset': 304, 'endOffset': 319, 'label': 'relevant-text-span'}, {'startOffset': 570, 'endOffset': 587, 'label': 'relevant-text-span'}, {'startOffset': 629, 'endOffset': 672, 'label': 'relevant-text-span'}, {'startOffset': 788, 'endOffset': 812, 'label': 'relevant-text-span'}, {'startOffset': 903, 'endOffset': 918, 'label': 'relevant-text-span'}]}}]","['nice plush towel', 'housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or ', 'loofas', ', foot massager', 'Gift certificates', 'Jar of wishes, filled with $1 and $2 coins ', 'poems dedicated to moms.', 'Cookbook stands']","['nice plush towel', 'housecoat, bubble bath, body wash, bath salts, inflatable bath pillow, candles, face mask kits, sponges or ', 'loofas', ', foot massager', 'Gift certificates', 'Jar of wishes, filled with $1 and $2 coins ', 'poems dedicated to moms.', 'Cookbook stands']"
worker_193,133_1-3,Can I make the beauty products at home?,['MARCO_13_684840871-5'],"Rinse thoroughly with luke warm water. Homemade Face Masks Face masks are easy to make with foods that really produce results!  Facials at home are easy and fun.  Banana Honey Yogurt Face Mask What you’ll need: 1 banana (ripe so it’s soft but not spotted), some honey, and yogurt.  In a bowl mash the banana, then mix with a little bit of honey and a little bit of yogurt.  Apply to the face and allow to sit.  Strawberry Honey Mint Face Mask This homemade facial mask helps tone, moisturize, and cleanse the skin.  What you’ll need: 3-4 large strawberries 1/4 cup of honey 3 mint leaves, chopped or torn Mash the strawberries in a bowl.  Add the honey and mint leaves and mash together with a fork.  Apply to clean skin and allow to sit 10-20 minutes.  Rinse with cool water and pat skin dry.  Cucumber Mint Face Mask Cooling cucumber is especially nice in the hotter months.  Their naturally high moisture content and soothing aroma deliver relaxation.  What you need: 1 cucumber, peeled 3-4 fresh mint leaves 2-3 tablespoons plain yogurt 1 egg white, beaten Combine the cucumber, mint leaves and yogurt in the blender and puree.  Stir in the egg white.","Rinse thoroughly with luke warm water. Homemade Face Masks Face masks are easy to make with foods that really produce results!  Facials at home are easy and fun.  Banana Honey Yogurt Face Mask What you’ll need: 1 banana (ripe so it’s soft but not spotted), some honey, and yogurt.  In a bowl mash the banana, then mix with a little bit of honey and a little bit of yogurt.  Apply to the face and allow to sit.  Strawberry Honey Mint Face Mask This homemade facial mask helps tone, moisturize, and cleanse the skin.  What you’ll need: 3-4 large strawberries 1/4 cup of honey 3 mint leaves, chopped or torn Mash the strawberries in a bowl.  Add the honey and mint leaves and mash together with a fork.  Apply to clean skin and allow to sit 10-20 minutes.  Rinse with cool water and pat skin dry.  Cucumber Mint Face Mask Cooling cucumber is especially nice in the hotter months.  Their naturally high moisture content and soothing aroma deliver relaxation.  What you need: 1 cucumber, peeled 3-4 fresh mint leaves 2-3 tablespoons plain yogurt 1 egg white, beaten Combine the cucumber, mint leaves and yogurt in the blender and puree.  Stir in the egg white.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 39, 'endOffset': 78, 'label': 'relevant-text-span'}, {'startOffset': 128, 'endOffset': 160, 'label': 'relevant-text-span'}]}}]","['Homemade Face Masks Face masks are easy', 'Facials at home are easy and fun']","['Homemade Face Masks Face masks are easy', 'Facials at home are easy and fun']"
worker_193,133_1-5,I’ve never made a beauty product at home before. Can you tell me how to make one?,['MARCO_04_687670625-1'],"Natural Face packs for Dry skin - Natural face packs, Face pack, Best face pack, Skin care Beauty Home » Routine Care »Natural Face Packs for Dry Skin Natural Face Packs for Dry Skin Banana Face Pack for Dry Skin What you need: 2 teaspoons of honey little bit of ripe banana a small bowl of mashed yogurt How to apply: Apply the pack on your neck and face and leave for 15 minutes and then rinse it off.  Avocado Face Pack for Dry Skin Mash avocado in such a manner that you will get a creamy paste out of it.  Apply the pack on your face for half an hour and then rinse it with lukewarm water.  Then wash your face with cold water to close the facial pores.  Butter Face Pack for Dry Skin Make a paste of little bit of butter and few drops of water.  Apply this pack on the dry areas and leave it for half an hour.  Then, rinse it with cold water.  Cabbage Face Pack for Dry Skin Mash the cabbage leaves to get the cabbage juice out of it.  Add 10 drops of honey and a small amount of yeast to the juice.  You can apply this pack on your neck and face and then let it dry for 30 minutes.  Wash the pack off with warm water but rinse it with cold water.","Natural Face packs for Dry skin - Natural face packs, Face pack, Best face pack, Skin care Beauty Home » Routine Care »Natural Face Packs for Dry Skin Natural Face Packs for Dry Skin Banana Face Pack for Dry Skin What you need: 2 teaspoons of honey little bit of ripe banana a small bowl of mashed yogurt How to apply: Apply the pack on your neck and face and leave for 15 minutes and then rinse it off.  Avocado Face Pack for Dry Skin Mash avocado in such a manner that you will get a creamy paste out of it.  Apply the pack on your face for half an hour and then rinse it with lukewarm water.  Then wash your face with cold water to close the facial pores.  Butter Face Pack for Dry Skin Make a paste of little bit of butter and few drops of water.  Apply this pack on the dry areas and leave it for half an hour.  Then, rinse it with cold water.  Cabbage Face Pack for Dry Skin Mash the cabbage leaves to get the cabbage juice out of it.  Add 10 drops of honey and a small amount of yeast to the juice.  You can apply this pack on your neck and face and then let it dry for 30 minutes.  Wash the pack off with warm water but rinse it with cold water.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 178, 'endOffset': 305, 'label': 'relevant-text-span'}, {'startOffset': 406, 'endOffset': 509, 'label': 'relevant-text-span'}, {'startOffset': 660, 'endOffset': 750, 'label': 'relevant-text-span'}, {'startOffset': 850, 'endOffset': 1006, 'label': 'relevant-text-span'}]}}]","['Skin Banana Face Pack for Dry Skin What you need: 2 teaspoons of honey little bit of ripe banana a small bowl of mashed yogurt ', 'vocado Face Pack for Dry Skin Mash avocado in such a manner that you will get a creamy paste out of it.', 'Butter Face Pack for Dry Skin Make a paste of little bit of butter and few drops of water.', 'Cabbage Face Pack for Dry Skin Mash the cabbage leaves to get the cabbage juice out of it.  Add 10 drops of honey and a small amount of yeast to the juice. ']","['Skin Banana Face Pack for Dry Skin What you need: 2 teaspoons of honey little bit of ripe banana a small bowl of mashed yogurt ', 'vocado Face Pack for Dry Skin Mash avocado in such a manner that you will get a creamy paste out of it.', 'Butter Face Pack for Dry Skin Make a paste of little bit of butter and few drops of water.', 'Cabbage Face Pack for Dry Skin Mash the cabbage leaves to get the cabbage juice out of it.  Add 10 drops of honey and a small amount of yeast to the juice. ']"
worker_193,133_1-7,How much would making my own deodorant cost?,['MARCO_22_274143610-4'],"Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works! You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about.  Ingredients 3/4 oz beeswax 2 oz coconut oil 3/4 oz shea butter 2 Tbsp baking soda 2 Tbsp cornstarch 1/4 cup arrowroot powder 10-20 drops tea tree oil (or other essential oil) Instructions Weigh the beeswax, coconut oil and shea butter into a glass measuring cup.  Place in a small saucepan with a couple inches of water and simmer until the oils are completely melted.  Remove from heat and stir in baking soda, cornstarch and arrowroot powder.  Then stir in tea tree oil.  Pour into 2 empty deodorant containers.  Allow to harden before use.  Did you make this recipe?  Please leave a comment on the blog or share a photo on Pinterest How to Build a Nautical Picnic Table for Bigger Kids ← Previous Free Printable: Enjoy the Ride Art Next → Click here to cancel reply.  This site uses Akismet to reduce spam.  Learn how your comment data is processed.  Sam Armstrong Monday 17th of May 2021 Hi, I am just wondering if the baking soda can be replaced with magnesium hydroxide.","Homemade Deodorant Stick Yield: 2 containers Prep Time: 5 minutes Cook Time: 5 minutes Total Time: 10 minutes A fast & easy solid homemade deodorant stick that really works! You can make 2 sticks in 10 minutes with all natural ingredients you can feel good about.  Ingredients 3/4 oz beeswax 2 oz coconut oil 3/4 oz shea butter 2 Tbsp baking soda 2 Tbsp cornstarch 1/4 cup arrowroot powder 10-20 drops tea tree oil (or other essential oil) Instructions Weigh the beeswax, coconut oil and shea butter into a glass measuring cup.  Place in a small saucepan with a couple inches of water and simmer until the oils are completely melted.  Remove from heat and stir in baking soda, cornstarch and arrowroot powder.  Then stir in tea tree oil.  Pour into 2 empty deodorant containers.  Allow to harden before use.  Did you make this recipe?  Please leave a comment on the blog or share a photo on Pinterest How to Build a Nautical Picnic Table for Bigger Kids ← Previous Free Printable: Enjoy the Ride Art Next → Click here to cancel reply.  This site uses Akismet to reduce spam.  Learn how your comment data is processed.  Sam Armstrong Monday 17th of May 2021 Hi, I am just wondering if the baking soda can be replaced with magnesium hydroxide.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 56, 'endOffset': 110, 'label': 'relevant-text-span'}]}}]",['5 minutes Cook Time: 5 minutes Total Time: 10 minutes '],['5 minutes Cook Time: 5 minutes Total Time: 10 minutes ']
worker_193,133_2-1,Can you tell me how to make a body scrub at home?,['MARCO_36_1748542596-7'],"It’s incredibly easy to make (like, you need only four ingredients and you definitely already have them in your kitchen), and it leaves your skin looking bright and dewy every time you use it. Here’s the drill: The Ingredients: 1 cup white sugar 1 cup raw sugar ½ cup coconut oil ½ cup olive oil The combo of white and raw sugars gives this body scrub its exfoliating abilities ( shout-out to that natural glycolic acid ), while the coconut and olive oils help deliver tons of moisture.  Mix all your ingredients into a bowl, and gently rub the formula on clean, dry skin to lift your dead skin cells.  After you rinse it off, slather on a thick layer of moisturizer to rehydrate your skin.  6.  This DIY body scrub with coffee This content is imported from YouTube.  You may be able to find the same content in another format, or you may be able to find more information, at their web site.  There’s a reason you keep seeing DIY coffee scrubs all over your social feeds.  When gently scrubbed on your body (reminder: not your face), ground coffee helps minimize the appearance of dark spots, sun damage, and cellulite in a couple of ways.","It’s incredibly easy to make (like, you need only four ingredients and you definitely already have them in your kitchen), and it leaves your skin looking bright and dewy every time you use it. Here’s the drill: The Ingredients: 1 cup white sugar 1 cup raw sugar ½ cup coconut oil ½ cup olive oil The combo of white and raw sugars gives this body scrub its exfoliating abilities ( shout-out to that natural glycolic acid ), while the coconut and olive oils help deliver tons of moisture.  Mix all your ingredients into a bowl, and gently rub the formula on clean, dry skin to lift your dead skin cells.  After you rinse it off, slather on a thick layer of moisturizer to rehydrate your skin.  6.  This DIY body scrub with coffee This content is imported from YouTube.  You may be able to find the same content in another format, or you may be able to find more information, at their web site.  There’s a reason you keep seeing DIY coffee scrubs all over your social feeds.  When gently scrubbed on your body (reminder: not your face), ground coffee helps minimize the appearance of dark spots, sun damage, and cellulite in a couple of ways.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 193, 'endOffset': 296, 'label': 'relevant-text-span'}, {'startOffset': 488, 'endOffset': 691, 'label': 'relevant-text-span'}]}}]","['Heres the drill: The Ingredients: 1 cup white sugar 1 cup raw sugar  cup coconut oil  cup olive oil ', 'Mix all your ingredients into a bowl, and gently rub the formula on clean, dry skin to lift your dead skin cells.  After you rinse it off, slather on a thick layer of moisturizer to rehydrate your skin. ']","['Here’s the drill: The Ingredients: 1 cup white sugar 1 cup raw sugar ½ cup coconut oil ½ cup olive oil ', 'Mix all your ingredients into a bowl, and gently rub the formula on clean, dry skin to lift your dead skin cells.  After you rinse it off, slather on a thick layer of moisturizer to rehydrate your skin. ']"
worker_193,133_2-3,Cool. Can you tell me how to make a moisturizer at home?,['MARCO_21_1042469229-2'],"Try one of these to boost the appearance of your skin: The DIY Honey and Oatmeal Scrub Ideal for: Dry and irritated skin. Oatmeal has been used for many years as an ingredient in skincare products because of its gentle anti-inflammatory properties, while honey keeps the skin moisturized.  With this amazing scrub coconut oil adds that extra nourishing effect.  This recipe makes enough body scrub for one full-body application.  What to use: • 1 cup of oatmeal • 1/4 cup of honey • One spoon of coconut oil Directions: Mix the oatmeal and honey into a mixing bowl.  Once the ingredients are mixed thoroughly, add a spoon of coconut oil.  If the consistency is too thick, add more coconut oil.  Once satisfied with the mixture, spoon into a container that can be sealed.  Used when needed on the entire body, except the face, by scrubbing the mixture delicately on the skin.  The DIY Lavender and Epsom Salt Scrub Ideal for: Stressed and inflamed skin.  Epsom salt can act as a gentle exfoliant as well as an effective muscle relaxant.  This recipe also includes green tea, an excellent antioxidant, and lavender oil which is known to soothe and relax the skin.  This recipe makes enough body scrub for one full-body application.","Try one of these to boost the appearance of your skin: The DIY Honey and Oatmeal Scrub Ideal for: Dry and irritated skin. Oatmeal has been used for many years as an ingredient in skincare products because of its gentle anti-inflammatory properties, while honey keeps the skin moisturized.  With this amazing scrub coconut oil adds that extra nourishing effect.  This recipe makes enough body scrub for one full-body application.  What to use: • 1 cup of oatmeal • 1/4 cup of honey • One spoon of coconut oil Directions: Mix the oatmeal and honey into a mixing bowl.  Once the ingredients are mixed thoroughly, add a spoon of coconut oil.  If the consistency is too thick, add more coconut oil.  Once satisfied with the mixture, spoon into a container that can be sealed.  Used when needed on the entire body, except the face, by scrubbing the mixture delicately on the skin.  The DIY Lavender and Epsom Salt Scrub Ideal for: Stressed and inflamed skin.  Epsom salt can act as a gentle exfoliant as well as an effective muscle relaxant.  This recipe also includes green tea, an excellent antioxidant, and lavender oil which is known to soothe and relax the skin.  This recipe makes enough body scrub for one full-body application.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 55, 'endOffset': 122, 'label': 'relevant-text-span'}, {'startOffset': 430, 'endOffset': 875, 'label': 'relevant-text-span'}]}}]","['The DIY Honey and Oatmeal Scrub Ideal for: Dry and irritated skin. ', 'What to use:  1 cup of oatmeal  1/4 cup of honey  One spoon of coconut oil Directions: Mix the oatmeal and honey into a mixing bowl.  Once the ingredients are mixed thoroughly, add a spoon of coconut oil.  If the consistency is too thick, add more coconut oil.  Once satisfied with the mixture, spoon into a container that can be sealed.  Used when needed on the entire body, except the face, by scrubbing the mixture delicately on the skin. ']","['The DIY Honey and Oatmeal Scrub Ideal for: Dry and irritated skin. ', 'What to use: • 1 cup of oatmeal • 1/4 cup of honey • One spoon of coconut oil Directions: Mix the oatmeal and honey into a mixing bowl.  Once the ingredients are mixed thoroughly, add a spoon of coconut oil.  If the consistency is too thick, add more coconut oil.  Once satisfied with the mixture, spoon into a container that can be sealed.  Used when needed on the entire body, except the face, by scrubbing the mixture delicately on the skin. ']"
worker_193,133_3-2,"My mum loves a good, scented lotion. Let’s make that",['MARCO_33_500264550-1'],"Aromatherapy Lotion Recipe | AromaWeb Easy Aromatherapy Lotion Recipe I was torn on what title to give this recipe because this recipe isn't made from scratch, and I'm not trying to be misleading.  Making lotion from scratch is a bit complex (but definitely worth the effort), and I wanted to offer a recipe that beginners could enjoy making.  So, we begin by working with an unscented lotion base and add essential oils.  Very easy!  To learn more about making lotions from scratch, I recommend reading Making Aromatherapy Creams & Lotions: 101 Natural Formulas to Revitalize & Nourish Your Skin by Donna Maria Coles Johnson.  Ingredients 8 fl.oz.  unscented hand or body lotion (sellers of natural products and aromatherapy products sometimes sell lotion bases) 10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed Directions The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel.  Patchouli, sandalwood and carrot seed oils help aid dry skin.  The patchouli and sandalwood oils have a lovely rich scent when blended together.  The carrot seed oil is wonderful for the skin, but is a little harsh in aroma.","Aromatherapy Lotion Recipe | AromaWeb Easy Aromatherapy Lotion Recipe I was torn on what title to give this recipe because this recipe isn't made from scratch, and I'm not trying to be misleading.  Making lotion from scratch is a bit complex (but definitely worth the effort), and I wanted to offer a recipe that beginners could enjoy making.  So, we begin by working with an unscented lotion base and add essential oils.  Very easy!  To learn more about making lotions from scratch, I recommend reading Making Aromatherapy Creams & Lotions: 101 Natural Formulas to Revitalize & Nourish Your Skin by Donna Maria Coles Johnson.  Ingredients 8 fl.oz.  unscented hand or body lotion (sellers of natural products and aromatherapy products sometimes sell lotion bases) 10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed Directions The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel.  Patchouli, sandalwood and carrot seed oils help aid dry skin.  The patchouli and sandalwood oils have a lovely rich scent when blended together.  The carrot seed oil is wonderful for the skin, but is a little harsh in aroma.","[{'relevant-text-spans-prolific-annotation': {'entities': [{'startOffset': 344, 'endOffset': 422, 'label': 'relevant-text-span'}, {'startOffset': 435, 'endOffset': 524, 'label': 'relevant-text-span'}, {'startOffset': 627, 'endOffset': 650, 'label': 'relevant-text-span'}, {'startOffset': 764, 'endOffset': 1087, 'label': 'relevant-text-span'}]}}]","['So, we begin by working with an unscented lotion base and add essential oils. ', 'To learn more about making lotions from scratch, I recommend reading Making Aromatherapy ', ' Ingredients 8 fl.oz.  ', '10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed Directions The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel.  Patchouli, sandalwood and carrot seed oils help aid dry skin']","['So, we begin by working with an unscented lotion base and add essential oils. ', 'To learn more about making lotions from scratch, I recommend reading Making Aromatherapy ', ' Ingredients 8 fl.oz.  ', '10 drops Patchouli 20 drops Sandalwood 5 drops Carrot Seed Directions The best way to blend the essential oils into the lotion is to pour the lotion into a bowl, add the oils and then mix very well.  Once mixed, add the lotion back to the bottle using a funnel.  Patchouli, sandalwood and carrot seed oils help aid dry skin']"
