HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.turn_id,Input.passage_id,Input.relevance_score,Input.passage,Input.query,Input.sentence,Input.sentence_id,Answer.taskAnswers,Approve,Reject,text_spans
3YOAVL4CB4W7K9ZUQI5XT3WE3BT4ZG,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,3TXMY6UCAJ34O59CM3X4ASSOLM3CQ6,worker_98,Submitted,Thu Jan 26 09:43:02 PST 2023,Thu Jan 26 09:43:55 PST 2023,Sun Jan 29 09:43:55 PST 2023,,,,53,63% (5/8),63% (5/8),63% (5/8),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).,133_3-2--MARCO_54_179087980-2--2,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":73,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['Remove the lids of your essential oil bottles and remove the dropper tops']
3YOAVL4CB4W7K9ZUQI5XT3WE3BT4ZG,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,3OVHNO1VEBGN7PGH9VBSLRMABP1DZ2,worker_247,Submitted,Thu Jan 26 09:23:07 PST 2023,Thu Jan 26 09:26:11 PST 2023,Sun Jan 29 09:26:11 PST 2023,,,,184,100% (1/1),100% (1/1),0% (0/0),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).,133_3-2--MARCO_54_179087980-2--2,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":74,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['Remove the lids of your essential oil bottles and remove the dropper tops ']
3YOAVL4CB4W7K9ZUQI5XT3WE3BT4ZG,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,4,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,3DUZQ9U6SR3C0UUP5OHEVKVEOLMVS3,worker_340,Submitted,Thu Jan 26 23:54:52 PST 2023,Thu Jan 26 23:58:09 PST 2023,Sun Jan 29 23:58:09 PST 2023,,,,197,70% (7/10),70% (7/10),70% (7/10),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).,133_3-2--MARCO_54_179087980-2--2,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":73,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['Remove the lids of your essential oil bottles and remove the dropper tops']
3EFNPKWBNW3P0SA0MANMDZ1M74E03Z,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,3NAPMVF0Z1UHK5CVTBZSYO2744T27I,worker_484,Submitted,Thu Jan 26 09:00:37 PST 2023,Thu Jan 26 09:03:59 PST 2023,Sun Jan 29 09:03:59 PST 2023,,,,202,0% (0/0),0% (0/0),0% (0/0),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Stir each jar of coconut oil and essential oil mixture.,133_3-2--MARCO_54_179087980-2--4,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":55,""label"":""relevant-text-span"",""startOffset"":17}]}}]",x,,['coconut oil and essential oil mixture.']
3EFNPKWBNW3P0SA0MANMDZ1M74E03Z,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,5,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,35K3O9HUAGSMUE3H4ES5OHODZ0PEFX,worker_114,Submitted,Thu Jan 26 23:54:21 PST 2023,Thu Jan 26 23:58:09 PST 2023,Sun Jan 29 23:58:09 PST 2023,,,,228,75% (6/8),75% (6/8),71% (5/7),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Stir each jar of coconut oil and essential oil mixture.,133_3-2--MARCO_54_179087980-2--4,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":55,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['Stir each jar of coconut oil and essential oil mixture.']
3EFNPKWBNW3P0SA0MANMDZ1M74E03Z,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,7,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,3WYP994K1C6OHQRX3M1V1E3GOKDY6T,worker_109,Submitted,Sat Jan 28 02:35:09 PST 2023,Sat Jan 28 02:41:21 PST 2023,Tue Jan 31 02:41:21 PST 2023,,,,372,100% (1/1),100% (1/1),100% (1/1),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Stir each jar of coconut oil and essential oil mixture.,133_3-2--MARCO_54_179087980-2--4,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":54,""label"":""relevant-text-span"",""startOffset"":33}]}}]",x,,['essential oil mixture']
3UQVX1UPGWW0FAEHIA9HUPWU1QE02O,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,34Q075JO12SWD9UFP8E5EQIF4K810Z,worker_123,Submitted,Thu Jan 26 09:09:02 PST 2023,Thu Jan 26 09:10:26 PST 2023,Sun Jan 29 09:10:26 PST 2023,,,,84,73% (8/11),73% (8/11),73% (8/11),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients.,133_3-2--MARCO_54_179087980-2--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":146,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients.']
3UQVX1UPGWW0FAEHIA9HUPWU1QE02O,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,32SCWG5HIMJU8CZWCZ5CONA4K306P9,worker_65,Submitted,Thu Jan 26 09:00:16 PST 2023,Thu Jan 26 09:02:48 PST 2023,Sun Jan 29 09:02:48 PST 2023,,,,152,100% (7/7),100% (7/7),100% (5/5),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients.,133_3-2--MARCO_54_179087980-2--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":146,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients.']
3UQVX1UPGWW0FAEHIA9HUPWU1QE02O,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,4,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,3DY4FPOOA630ZFUCQZH95AQI2J3VRF,worker_114,Submitted,Thu Jan 26 23:54:47 PST 2023,Fri Jan 27 00:02:02 PST 2023,Mon Jan 30 00:02:02 PST 2023,,,,435,75% (6/8),75% (6/8),71% (5/7),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients.,133_3-2--MARCO_54_179087980-2--0,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":146,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients.']
32204AGABFR154SKFX1R2LPCXQLHGQ,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,3KB8R4ZV1JMU1BNS57WX5UI4XDOBGV,worker_175,Submitted,Thu Jan 26 09:00:16 PST 2023,Thu Jan 26 09:08:52 PST 2023,Sun Jan 29 09:08:52 PST 2023,,,,516,100% (1/1),0% (0/0),0% (0/0),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Top each jar with a lid and screw band.,133_3-2--MARCO_54_179087980-2--7,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":39,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['Top each jar with a lid and screw band.']
32204AGABFR154SKFX1R2LPCXQLHGQ,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,5,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,39LNWE0K4ZBNT12TVMDVVWN81GBIU9,worker_432,Submitted,Thu Jan 26 23:53:15 PST 2023,Thu Jan 26 23:57:40 PST 2023,Sun Jan 29 23:57:40 PST 2023,,,,265,56% (5/9),56% (5/9),0% (0/0),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Top each jar with a lid and screw band.,133_3-2--MARCO_54_179087980-2--7,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":39,""label"":""relevant-text-span"",""startOffset"":20}]}}]",x,,['lid and screw band.']
32204AGABFR154SKFX1R2LPCXQLHGQ,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:50 PST 2023,7,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:50 PST 2023,,,3ZAK8W07I9TCM6LDRWOPPSNCFTH0UX,worker_467,Submitted,Sat Jan 28 02:36:56 PST 2023,Sat Jan 28 02:40:43 PST 2023,Tue Jan 31 02:40:43 PST 2023,,,,227,82% (9/11),82% (9/11),78% (7/9),133_3-2,MARCO_54_179087980-2,4,"The cherry on top of this recipe comes in with the inclusion of printable gift labels to make your lotion gifts as unique as your gift recipients. Ingredients 18, 4oz glass jars (I used Ball 4oz jelly jars) 4, 16oz jars of coconut oil (Use Tra﻿﻿der Joe’s organic virgin coconut oil) 2, 10ml bottles of essential oil (Organic geranium oil and organic lavender oil) 1 paper towel or kitchen towel for messes Direction Wash and dry your jars, lids, and screw bands in hot, soapy water and dry If you are using more than one scent of essential oil, label your jars so that you’re able to tell them apart after filling Heat coconut oil to liquid state.  Remove the lids of your essential oil bottles and remove the dropper tops (if they come with them).  Measure 1 teaspoon of essential oil into each jar of coconut oil.  Stir each jar of coconut oil and essential oil mixture.  Carefully pour the coconut oil and essential oil mixtures into glass jars.  Fill until 1/4 inch from the top of the jar.  Top each jar with a lid and screw band.  Allow oil to cool to room temp.  Label with gift tags.","My mum loves a good, scented lotion. Let’s make that",Top each jar with a lid and screw band.,133_3-2--MARCO_54_179087980-2--7,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":39,""label"":""relevant-text-span"",""startOffset"":0}]}}]",x,,['Top each jar with a lid and screw band.']
379OL9DBTWT8CPV1BRZ5W4YSJ939YQ,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:51 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:51 PST 2023,,,3TU5ZICBRIG2C2JZ5RHZ86W5VVJ8QX,worker_450,Submitted,Thu Jan 26 09:23:20 PST 2023,Thu Jan 26 09:31:38 PST 2023,Sun Jan 29 09:31:38 PST 2023,,,,498,100% (1/1),100% (1/1),0% (0/0),133_3-4,MARCO_04_1073895551-1,4,"Lotion Bases with No Fragrance | Bulk Apothecary Home Make It Personal Care Products Unscented Bases Unscented Bases Wholesale Lotion Base and Other Unscented Bases Direct from the manufacturer!  All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.  We only make the finest unscented bases available.  All of our unscented bases can be used as is or adjusted to make your own custom creation.  Try our unscented lotion base, unscented soap base and unscented shampoo base and you will see what makes us different from the competition.  Not Logged in chrome chrome Sort By: Featured Items Newest Items Best Selling A to Z Z to A By Review Price: Ascending Price: Descending Quick view Unscented Basic Hand And Body Lotion Base $3.95 Choose Options Quick view Unscented Body Butter / Heavy Cream Base Pricing Starting at: $6.95 Choose Options Quick view Unscented Liquid Castile Soap (Stephenson Brand)",I need more information about purchasing an unscented lotion base,"All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.",133_3-4--MARCO_04_1073895551-1--1,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":177,""label"":""relevant-text-span"",""startOffset"":19}]}}]",x,,"['unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.']"
379OL9DBTWT8CPV1BRZ5W4YSJ939YQ,33FNMBLT26BU8G2NGGXM8KMK33S40V,Identify relevant text spans in sentence,Identify all the text spans that contain key pieces of the answer to a given question,"query, passage, relevance, data collection",$0.10,Thu Jan 26 08:59:51 PST 2023,3,BatchId:4996809;OriginalHitTemplateId:928390909;,600,259200,Sun Jan 29 08:59:51 PST 2023,,,32EYX73OY5O0M05CL9749OOZO8BRUV,worker_247,Submitted,Thu Jan 26 09:11:43 PST 2023,Thu Jan 26 09:15:08 PST 2023,Sun Jan 29 09:15:08 PST 2023,,,,205,100% (1/1),100% (1/1),0% (0/0),133_3-4,MARCO_04_1073895551-1,4,"Lotion Bases with No Fragrance | Bulk Apothecary Home Make It Personal Care Products Unscented Bases Unscented Bases Wholesale Lotion Base and Other Unscented Bases Direct from the manufacturer!  All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.  We only make the finest unscented bases available.  All of our unscented bases can be used as is or adjusted to make your own custom creation.  Try our unscented lotion base, unscented soap base and unscented shampoo base and you will see what makes us different from the competition.  Not Logged in chrome chrome Sort By: Featured Items Newest Items Best Selling A to Z Z to A By Review Price: Ascending Price: Descending Quick view Unscented Basic Hand And Body Lotion Base $3.95 Choose Options Quick view Unscented Body Butter / Heavy Cream Base Pricing Starting at: $6.95 Choose Options Quick view Unscented Liquid Castile Soap (Stephenson Brand)",I need more information about purchasing an unscented lotion base,"All of our amazing unscented bases below are great for people with allergies or for customers looking to make their own custom creation by adding fragrances, essential oils etc.",133_3-4--MARCO_04_1073895551-1--1,"[{""relevant-text-spans-sentence"":{""entities"":[{""endOffset"":77,""label"":""relevant-text-span"",""startOffset"":19}]}}]",x,,['unscented bases below are great for people with allergies ']
